Commerce: CC,Commerce: CC type,Commerce: Currency,Commerce: Currency code,Commerce: money,Commerce: money big
5602220752832613,bankcard,Dollar,USD,$9.23,$4987229.23
6396422966910916,instapayment,Koruna,CZK,$1.76,$7958729.15
5007669622012361,mastercard,Yuan Renminbi,CNY,$4.04,$2900164.73
5581125182153438,diners-club-us-ca,Shekel,ILS,$7.03,$4768558.86
3546585790620830,jcb,Yuan Renminbi,CNY,$1.08,$5260637.61
3588835488542021,jcb,Yuan Renminbi,CNY,$7.14,$7047354.97
4167086377281548,visa,Peso,ARS,$9.75,$3970641.33
4175000390903244,visa-electron,Yuan Renminbi,CNY,$4.39,$4765679.17
337941395961021,americanexpress,Peso,MXN,$1.68,$9291642.20
3589644950765998,jcb,Baht,THB,$5.54,$9477058.01
30141684662923,diners-club-carte-blanche,Rupiah,IDR,$2.18,$2908425.27
4903050531917449401,switch,Marka,BAM,$8.25,$9682834.12
3553770856720472,jcb,Dinar,RSD,$2.52,$6433844.15
501809257138999764,maestro,Rupiah,IDR,$0.18,$7150351.71
3588125255013509,jcb,Rupiah,IDR,$3.20,$4154307.35
5610686304998393,china-unionpay,Dollar,NZD,$5.98,$3476173.89
490598733553994325,switch,Peso,ARS,$8.76,$9276807.84
3544562886944558,jcb,Real,BRL,$3.38,$9087945.44
3531901920381044,jcb,Yuan Renminbi,CNY,$1.54,$9981105.97
3578172048057544,jcb,Sol,PEN,$0.16,$7205922.51
675908741275108471,switch,Yuan Renminbi,CNY,$3.70,$3400986.96
4913962317639499,visa-electron,Zloty,PLN,$7.85,$2212042.70
36862405124703,diners-club-international,Euro,EUR,$7.78,$5558020.43
201984730433663,diners-club-enroute,Yuan Renminbi,CNY,$9.95,$1877511.32
3574460868836640,jcb,Yuan Renminbi,CNY,$5.01,$2138536.72
3558997722600639,jcb,Leone,SLL,$5.55,$4779858.22
201451014916052,diners-club-enroute,Shilling,KES,$0.16,$3521485.03
3528500058938669,jcb,Peso,PHP,$2.03,$2917934.72
3532999536678307,jcb,Rupiah,IDR,$9.98,$4607455.02
344901488553987,americanexpress,Yuan Renminbi,CNY,$7.91,$6605057.44
3541178289261343,jcb,Euro,EUR,$1.99,$7847577.94
3529896402708231,jcb,Ruble,RUB,$5.99,$8973813.03
374622393684898,americanexpress,Rupiah,IDR,$9.29,$354204.02
3583289400212377,jcb,Rupiah,IDR,$9.99,$76678.83
377801841619626,americanexpress,Lempira,HNL,$3.16,$8358167.81
50189979797255554,maestro,Peso,PHP,$7.19,$2717429.67
633337623654352781,switch,Ruble,RUB,$6.25,$4909876.80
3588840439511836,jcb,Euro,EUR,$4.17,$5037847.54
6759058440599023,switch,Yuan Renminbi,CNY,$1.30,$799862.67
3579094955223712,jcb,Yuan Renminbi,CNY,$5.54,$4421458.04
5100174134420182,mastercard,Rupee,PKR,$2.03,$6145570.02
201464125154901,diners-club-enroute,Euro,EUR,$4.07,$7720020.78
5010123029829642,mastercard,Kuna,HRK,$1.91,$2974305.37
4936590711815163398,switch,Krona,SEK,$2.39,$458188.85
337941072253734,americanexpress,Balboa,PAB,$0.34,$2073839.29
5020753100559688130,maestro,Yuan Renminbi,CNY,$7.29,$2144228.13
3580172691887227,jcb,Peso,PHP,$0.25,$8280148.41
5509218661883291,mastercard,Yuan Renminbi,CNY,$2.77,$7956508.26
337941733599772,americanexpress,Dollar,ZWL,$3.01,$1670004.06
58931045589452835,maestro,Rupiah,IDR,$8.60,$3718092.26
5007662689466042,mastercard,Rupiah,IDR,$3.24,$4445466.98
374112777428039,americanexpress,Somoni,TJS,$6.01,$6274213.85
3580349514392367,jcb,Real,BRL,$1.06,$3848354.98
3577266566808592,jcb,Krone,NOK,$7.05,$4317286.26
5602224177475651,bankcard,Yuan Renminbi,CNY,$8.98,$5046444.63
5415108687038611,mastercard,Krona,SEK,$8.08,$6931668.38
5100133935127719,mastercard,Koruna,CZK,$9.23,$3132437.57
4041379436879937,visa,Rupiah,IDR,$2.78,$9036712.34
30419733495077,diners-club-carte-blanche,Yuan Renminbi,CNY,$6.56,$6733220.09
5602215710991477,bankcard,Yen,JPY,$4.39,$9889856.59
4914739911326288,visa,Yuan Renminbi,CNY,$1.75,$9000506.44
3531122289269502,jcb,Ruble,RUB,$6.51,$708317.31
30590511271904,diners-club-carte-blanche,Krone,NOK,$2.01,$1623321.33
4017954505921867,visa,Yuan Renminbi,CNY,$3.30,$4169471.24
4903139029111974,switch,Euro,EUR,$5.56,$2412413.92
3556270555885004,jcb,Franc,XOF,$6.66,$7828797.11
5243796745241975,mastercard,Ruble,RUB,$9.61,$5979371.40
3584200479016390,jcb,Yuan Renminbi,CNY,$6.22,$1916009.81
560223302028654188,china-unionpay,Rupiah,IDR,$4.44,$7833950.08
3569684976073278,jcb,Yuan Renminbi,CNY,$4.78,$7928574.44
5100130997366540,mastercard,Peso,ARS,$7.56,$4538140.54
4405966127889736,visa-electron,Sol,PEN,$1.46,$4181103.71
3564454461777535,jcb,Euro,EUR,$5.58,$157162.14
5602227300006160,china-unionpay,Rupiah,IDR,$3.82,$9176937.39
3533475179273630,jcb,Yuan Renminbi,CNY,$7.18,$1563444.86
348175922383873,americanexpress,Kuna,HRK,$1.40,$5463757.04
67591107047425308,maestro,Zloty,PLN,$3.57,$2212701.94
63040695079614506,laser,Dollar,USD,$6.78,$756745.68
5610892885656672454,china-unionpay,Yuan Renminbi,CNY,$0.80,$5898687.31
4405633818139447,visa-electron,Euro,EUR,$4.80,$8170473.13
3577341466055535,jcb,Yuan Renminbi,CNY,$5.42,$1934096.75
6334037335812706988,solo,Yuan Renminbi,CNY,$2.08,$9754259.49
6334191469970133503,solo,Rupiah,IDR,$6.10,$601310.68
4232061276472499,visa,Rupiah,IDR,$4.40,$26394.04
6759448819598806477,switch,Dollar,USD,$4.30,$2911968.62
6706524487476361,laser,Zloty,PLN,$4.94,$9553282.04
201536357324938,diners-club-enroute,Hryvnia,UAH,$9.43,$2875687.54
30129878448076,diners-club-carte-blanche,Peso,PHP,$6.88,$3949394.19
30522002393616,diners-club-carte-blanche,Euro,EUR,$1.69,$9052330.64
5122280328431408,mastercard,Ruble,RUB,$0.51,$2398461.03
3565080162524162,jcb,Dollar,USD,$6.60,$1147554.91
3530872208382965,jcb,Dong,VND,$9.61,$9395810.71
3555688199137279,jcb,Krona,SEK,$2.95,$5737329.71
30080679609756,diners-club-carte-blanche,Rupiah,IDR,$7.42,$1344041.56
58939011905322120,maestro,Rupiah,IDR,$9.28,$504631.52
3534288108575671,jcb,Zloty,PLN,$9.94,$6373685.86
3533050486981355,jcb,Yuan Renminbi,CNY,$7.06,$5874575.23
3546544953196401,jcb,Yuan Renminbi,CNY,$9.47,$6700921.94
3536736322221488,jcb,Franc,XOF,$1.88,$105570.13
490577569796028603,switch,Franc,XOF,$1.29,$4459483.85
4903729674928233660,switch,Yuan Renminbi,CNY,$2.25,$853724.77
36213636321454,diners-club-international,Marka,BAM,$2.00,$4827747.87
5485981305494563,mastercard,Krone,DKK,$1.23,$4433783.31
5602238607510747,bankcard,Zloty,PLN,$3.96,$7798968.30
5289667165631075,mastercard,Real,BRL,$1.55,$634560.26
58936073056321262,maestro,Ringgit,MYR,$3.11,$5737672.07
5108750963900048,mastercard,Rupiah,IDR,$2.11,$294321.10
3539413079020037,jcb,Naira,NGN,$7.67,$4850948.15
3539082518450491,jcb,Euro,EUR,$4.87,$1361811.27
6374309925145260,instapayment,Won,KRW,$6.88,$6740483.31
3552765434183756,jcb,Yuan Renminbi,CNY,$2.45,$7212450.73
30599988791781,diners-club-carte-blanche,Rupiah,IDR,$3.00,$6004249.51
371382063762283,americanexpress,Dollar,USD,$7.22,$4062890.90
5578670592287263,mastercard,Peso,PHP,$5.91,$7031838.34
4026496241303025,visa-electron,Euro,EUR,$7.01,$2881706.02
5602248909562387,bankcard,Ruble,RUB,$7.73,$8780082.95
4041597741727422,visa,Dinar,JOD,$6.52,$4133729.56
3559835894295367,jcb,Peso,ARS,$9.13,$1216272.17
3537747421170103,jcb,Naira,NGN,$7.07,$490153.58
201528234661962,diners-club-enroute,Kyat,MMK,$4.82,$8279975.91
201975230792087,diners-club-enroute,Dong,VND,$5.43,$9426175.74
201678517935854,diners-club-enroute,Rupiah,IDR,$6.27,$6820648.41
4508546462093858,visa-electron,Sol,PEN,$9.49,$5647461.82
5493707608631860,diners-club-us-ca,Rupiah,IDR,$5.55,$983943.06
3566174655379371,jcb,Rupiah,IDR,$0.25,$4475335.80
3530374278530755,jcb,Franc,KMF,$3.92,$2762541.06
3568816481990254,jcb,Rupiah,IDR,$4.03,$6709476.01
3563981804959454,jcb,Ruble,RUB,$0.64,$300974.67
3547493394016522,jcb,Peso,PHP,$7.46,$9910098.41
3536960900872138,jcb,Rupee,LKR,$8.20,$7351187.22
5007663762436944,mastercard,Dollar,USD,$4.17,$6851900.45
3567936660515085,jcb,Rial,IRR,$2.73,$5338852.86
3531617767692968,jcb,Rupiah,IDR,$4.69,$7923131.13
337941768940206,americanexpress,Euro,EUR,$8.52,$5934556.95
5007669583746585,mastercard,Dollar,USD,$4.98,$9524005.39
5562822477194639,diners-club-us-ca,Lek,ALL,$6.41,$1726815.24
3567901267157293,jcb,Rupiah,IDR,$8.48,$5219605.35
371150325538290,americanexpress,Lek,ALL,$9.42,$3886674.51
5020736243632720,maestro,Koruna,CZK,$3.68,$5886298.38
3575063943374527,jcb,Yuan Renminbi,CNY,$7.93,$7721563.31
67095141283230271,laser,Rupiah,IDR,$2.47,$7183948.17
5602216516482125,bankcard,Peso,COP,$9.36,$2655918.69
67622274425006796,maestro,Rupiah,IDR,$9.08,$2822106.16
4911853236017441884,switch,Peso,COP,$7.85,$6684710.42
5602248934459278,bankcard,Rupiah,IDR,$3.19,$2516651.99
3548210886179207,jcb,Koruna,CZK,$8.41,$2571301.16
6761256934619804,maestro,Yuan Renminbi,CNY,$7.98,$6323177.01
3536254523033231,jcb,Won,KRW,$8.00,$4760748.31
30249106028563,diners-club-carte-blanche,Yuan Renminbi,CNY,$5.06,$1542044.30
3541835463181601,jcb,Dollar,CAD,$5.92,$7016358.96
3531327060008934,jcb,Yuan Renminbi,CNY,$3.04,$221980.53
3574537870326908,jcb,Bolivar,VEF,$5.09,$3866320.29
675964065984143988,switch,Franc,XAF,$1.25,$4857279.73
30009276350563,diners-club-carte-blanche,Euro,EUR,$0.09,$6370117.74
342961430444117,americanexpress,Baht,THB,$3.65,$730844.22
3529615709996079,jcb,Dong,VND,$8.16,$9202788.48
3532874748479085,jcb,Franc,CDF,$1.49,$8223059.04
3534033185998812,jcb,Dollar,CAD,$4.40,$1745367.68
6706145145709332758,laser,Peso,PHP,$0.96,$4685965.15
3539243797294139,jcb,Peso,COP,$9.41,$8010085.60
201744550611495,diners-club-enroute,Peso,ARS,$9.47,$224688.25
3582186124422814,jcb,Zloty,PLN,$7.51,$1527.84
3533912141324893,jcb,Peso,PHP,$5.50,$2824537.82
560224755699113066,china-unionpay,Krone,NOK,$5.19,$8140652.78
3571693857665553,jcb,Yuan Renminbi,CNY,$6.28,$2142511.55
5414017672640979,mastercard,Real,BRL,$5.78,$1763168.72
